Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
霹雳火雷家门人	霹雳火雷家门人	35		3	5	2				passerby087	0	0	0	0	0	36	36	20	11	10	27	pilihuoleijiamenren		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy062.spr	1			
丐帮执事弟子	丐帮执事弟子	36		3	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27	gaibangzhishidizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
螳螂拳师	螳螂拳师	37		0	5	2				enemy097	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity0	sc	6	6	350	700	540		18	\image\item\other\sculpt\enemy097.spr	1			
陆沉舟	陆沉舟_[战斗]	38		0	5	2				enemy099	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy099.spr	1	3		
陆沉舟	陆沉舟_[非战斗]	39		3	5	2				enemy099	0	0	0	0	0	36	36	20	11	10	27	luchenzhou		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy099.spr	1			
韩侂胄	韩侂胄_[丐帮]	40		3	5	2				enemy157	0	0	0	0	0	36	36	20	11	10	27	hantuozhou		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy157.spr	1			
陆沉舟	陆沉舟_[藏云轩]	41		3	5	2				enemy099	0	0	0	0	0	36	36	20	11	10	27	luchenzhou		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy099.spr	1			
盐帮杀手	盐帮杀手	42		0	5	2				enemy081	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy081.spr	1			
苏有想	苏有想	43		0	5	2				enemy116	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity5	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy090.spr	1	3		
执法弟子	执法弟子	44		3	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27	zhifadizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
醉汉	醉汉	45		0	5	2				enemy100	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity3	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy100.spr	1	2		
石轩辕	石轩辕_[外冢]	46		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	shixuanyuan1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy042.spr	1			
崔出尘	崔出尘	47		0	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity5	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy098.spr	1	3		
守山弟子	守山弟子	48		3	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27	shoushandizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
林东山	林东山	49		0	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	fellow2	sc	6	6	400	700	450		18	\image\item\other\sculpt\enemy113.spr	1			
巩少榛	巩少榛_[石场]	50		3	5	2				enemy038	0	0	0	0	0	36	36	20	11	10	27	gongshaozhen		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy038.spr	1			
罗锋	罗锋_[石场]	51		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	luofeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
冷秋云	冷秋云_[石场]	52		3	5	2				enemy039	0	0	0	0	0	36	36	20	11	10	27	lengqiuyun		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy039.spr	1			
林东山	林东山_[礼场]	53		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	lindongshan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy113.spr	1			
猛虎	猛虎_[石场]	54		0	5	2				ani019	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity1	sc	7	7	250	700	450		18	ani019	1	1		
机关兽	机关兽_[石场]	55		0	5	2				enemy102	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy102.spr	1	1		
白虎	白虎_[石场]	56		0	5	2				ani019	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillsword	intensity1	sc	7	7	350	700	450		18	ani019	1	1		
白虎王	白虎王_[石场]	57		0	5	2				ani019	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity5	sc	7	7	300	700	900		18	ani019	1	3		
带剑的异者	带剑的异者_[石场]	58		0	5	2				enemy098	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity1	sc	7	7	250	700	450		18	\image\item\other\sculpt\enemy098.spr	1	1		
黑熊	黑熊_[石场]	59		0	5	2				ani018	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	7	7	300	700	810		18	ani018	1	2		
豺狗	豺狗_[石场]	60		0	5	2				ani004	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity4	sc	7	7	400	700	810		18	ani004	1	2		
猎人	猎人_[战斗]	61		0	5	2				enemy088	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity5	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy088.spr	1	3		
猎人	猎人_[非战斗]	62		3	5	2				enemy088	0	0	0	0	0	36	36	20	11	10	27	lieren		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy088.spr	1			
金国士兵	金国士兵	63		0	5	2				enemy086	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy086.spr	1	1		
金国将领	金国将领_[战斗]	64		0	5	2				enemy089	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity5	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy087.spr	1	3		
金国将领	金国将领_[非战斗]	65		3	5	2				enemy089	0	0	0	0	0	36	36	20	11	10	27	jinguojiangling		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy087.spr	1			
罗锋	罗锋_[歇马渡]	66		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	luofeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
韩侂胄	韩侂胄_[观涛战]	67		0	5	2				enemy157	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	fellow2	sc	6	6	400	700	450		18	\image\item\other\sculpt\enemy157.spr	1			
韩侂胄	韩侂胄_[观涛非战]	68		3	5	2				enemy157	0	0	0	0	0	36	36	20	11	10	27	hantuozhou		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy157.spr	1			
石轩辕	石轩辕_[观涛阁]	69		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	shixuanyuan1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy042.spr	1			
蔡老头	蔡老头	70		3	5	2				passerby063	0	0	0	0	0	36	36	20	11	10	27	cailaotou		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy062.spr	1			
汗血宝马	汗血宝马	71		0	5	2				ani010	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillrange	intensity5	sc	7	7	400	700	810		18	ani010	1	3		
神算柳鬼	神算柳鬼	72		3	5	2				passerby047	0	0	0	0	0	36	36	20	11	10	27	shensuanliugui		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy014.spr	1			
黄狼	黄狼_[柳鬼]	73		0	5	2				ani006	0	0	0	0	0	36	36	20	11	10	27		passiveflee	fleeskillmidrange	intensity1	sc	7	7	300	700	450		18	ani006	1	1		
麋鹿	麋鹿_[柳鬼]	74		0	5	2				ani011	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity1	sc	7	7	250	700	450		18	ani011	1	1		
捕蛇人	捕蛇人	75		3	5	2				passerby090	0	0	0	0	0	36	36	20	11	10	27	busheren	passivenormal	singleskillfist	intensity1	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy066.spr	1	1		
姬铸	姬铸	76		3	5	2				passerby090	0	0	0	0	0	36	36	20	11	10	27	jizhu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy066.spr	1			
木容青	木容青	77		0	5	2				enemy139	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity4	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy021.spr	1	2		
木一楼	木一楼	78		0	5	2				enemy141	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity4	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy022.spr	1	2		
夷人刀客	夷人刀客	79		0	5	2				enemy107	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity0	sc	6	6	350	700	450		18	\image\item\other\sculpt\enemy107.spr	1			
殷方	殷方_[勿归谷]	80		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	yinfang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[勿归谷]	81		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27	yintong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby027.spr	1			
蝶飘飘	蝶飘飘_[松涛林]	82		3	5	2				enemy023	0	0	0	0	0	36	36	20	11	10	27	diepiaopiao		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy023.spr	1			
武林高手	武林高手_[松涛林]	83		0	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillrange	intensity2	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy063.spr	1	2		
关万山	关万山	84		3	5	2				passerby088	0	0	0	0	0	36	36	20	11	10	27	guanwanshan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy075.spr	1			
夷人武士	夷人武士	85		0	5	2				enemy110	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillrange	intensity1	sc	6	6	250	700	450		18	\image\item\other\sculpt\enemy110.spr	1	1		
夷人首领	夷人首领	86		0	5	2				enemy133	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillrange	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy090.spr	1	3		
殷方	殷方_[松涛别院]	87		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	yinfang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[松涛别院]	88		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27	yintong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby027.spr	1			
守门童子	守门童子	89		3	5	2				enemy136	0	0	0	0	0	36	36	20	11	10	27	shoumentongzi1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy100.spr	1			
赤练蛇王	赤练蛇王	90		0	5	2				ani017	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity6	sc	7	7	400	700	810		18	ani017	1	3		
殷方	殷方_[蛇洞]	91		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	yinfang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[蛇洞]	92		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27	yintong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby027.spr	1			
殷方	殷方_[蛇洞战]	93		0	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	fellow1	sc	6	6	400	700	450		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[蛇洞战]	94		0	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	fellow1	sc	6	6	400	700	450		18	\image\item\other\sculpt\passby027.spr	1			
养蜂人	养蜂人	95		0	5	2				enemy097	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy097.spr	1	1		
金钱豹	金钱豹_[甘露谷]	96		0	5	2				ani016	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillmidrange	intensity1	sc	7	7	350	700	450		18	ani016	1	1		
殷方	殷方_[甘露谷]	97		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	yinfang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[甘露谷]	98		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27	yintong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby027.spr	1			
鱼藏锋	鱼藏锋_[灯煞口]	99		3	5	2				enemy126	0	0	0	0	0	36	36	20	11	10	27	yucangfeng1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy153.spr	1			
白旗弟子	白旗弟子_[灯煞口]	100		3	5	2				enemy061	0	0	0	0	0	36	36	20	11	10	27	baiqidizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
长歌门探子	长歌门探子	101		0	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity4	sc	7	7	300	700	900		18	\image\item\other\sculpt\enemy063.spr	1	2		
灯煞口哨兵	灯煞口哨兵	102		0	5	2				enemy087	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy087.spr	1	1		
五毒弟子	五毒弟子	103		0	5	2				enemy019	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity0	sc	7	7	300	700	540		18	\image\item\other\sculpt\enemy108.spr	1			
白旗首领	白旗首领	104		0	5	2				enemy111	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillmidrange	intensity5	sc	7	7	300	700	540		18	\image\item\other\sculpt\enemy111.spr	1	2		
大车	运送信笺的大车	105		0	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	intensity5	sc	7	7	400	700	540		18	\image\item\other\sculpt\enemy156.spr	1	3		
丐帮弟子	丐帮弟子_[灯煞口]	106		0	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
姬铸	姬铸_[灯煞口]	107		3	5	2				passerby090	0	0	0	0	0	36	36	20	11	10	27	jizhu1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy066.spr	1			
白旗传令使	白旗传令使	108		0	5	2				enemy114	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1			
古嫣然	古嫣然_[蟾宫]	109		3	5	2				enemy024	0	0	0	0	0	36	36	20	11	10	27	guyanran		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy024.spr	1			
兰松林	兰松林_[忘情溪]	110		3	5	2				enemy064	0	0	0	0	0	36	36	20	11	10	27	lansonglin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy064.spr	1			
运送药草的大车	运送药草的大车3	111		0	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	fellow4	sc	6	6	400	700	450		18	\image\item\other\sculpt\enemy156.spr	1			
天王武士	天王武士_[龙冠坡]	112		0	5	2				enemy001	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy081.spr	1	1		
天王将领	天王将领_[龙冠坡]	113		0	5	2				enemy002	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity4	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy082.spr	1	2		
裴翼飞	裴翼飞_[葛霞岭]	114		3	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27	peiyifei		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy001.spr	1			
裴翼飞	裴翼飞_[葛霞岭3战]	115		0	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity6	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy001.spr	1	3		
红旗弟子	红旗弟子_[非战]	116		3	5	2				enemy108	0	0	0	0	0	36	36	20	11	10	27	hongqidizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy108.spr	1			
红旗弟子	红旗弟子_[战]	117		0	5	2				enemy108	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy108.spr	1			
黑旗弟子	黑旗弟子_[战]	118		0	5	2				enemy106	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy106.spr	1	1		
白旗弟子	白旗弟子_[战]	119		0	5	2				enemy115	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity1	sc	7	7	250	700	450		18	\image\item\other\sculpt\enemy115.spr	1	1		
丐帮武士	丐帮武士_[赤田]	120		0	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillmidrange	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy039.spr	1	1		
罗锋	罗锋_[赤田]	121		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	luofeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
姬铸	姬铸_[问心]	122		3	5	2				passerby090	0	0	0	0	0	36	36	20	11	10	27	jizhu1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy066.spr	1			
殷方	殷方_[问心]	123		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	yinfang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[问心]	124		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27	yintong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby027.spr	1			
殷方	殷方_[问心战]	125		0	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	intensity0	sc	7	7	400	700	810		18	\image\item\other\sculpt\passerby061.spr	1			
殷童	殷童_[问心战]	126		0	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	intensity0	sc	7	7	400	700	810		18	\image\item\other\sculpt\passby027.spr	1			
神秘人	神秘人	127		0	5	2				enemy107	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy107.spr	1			
红旗护法	红旗护法	128		0	5	2				enemy111	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy111.spr	1	1		
兰松林	兰松林_[摘星坪]	129		0	5	2				enemy064	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy064.spr	1	3		
鱼藏锋	鱼藏锋_[摘星坪]	130		0	5	2				enemy126	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy153.spr	1	3		
