Id	MapId	Type	Point_x	Point_y	Content
26	5	2	400	316	\image\ui\001a\minimap\yellowpoint.spr
27	5	1	241	203	Tiếp Dẫn Thiếu Lâm
28	5	2	241	215	\image\ui\001a\minimap\yellowpoint.spr
29	5	1	150	242	Tiếp Dẫn Thiên Vương
30	5	2	157	254	\image\ui\001a\minimap\yellowpoint.spr
31	5	1	200	250	Tiếp Dẫn Đường Môn
32	5	2	192	262	\image\ui\001a\minimap\yellowpoint.spr
33	5	1	173	280	Tiếp Dẫn Ngũ Độc
34	5	2	173	292	\image\ui\001a\minimap\yellowpoint.spr
35	5	1	122	294	Tiếp Dẫn Nga My
36	5	2	122	306	\image\ui\001a\minimap\yellowpoint.spr
37	5	1	106	316	Tiếp Dẫn Thúy Yên
38	5	2	106	328	\image\ui\001a\minimap\yellowpoint.spr
39	5	1	184	316	Tiếp Dẫn Cái Bang
40	5	2	184	328	\image\ui\001a\minimap\yellowpoint.spr
41	5	1	214	345	Tiếp Dẫn Thiên Nhẫn
42	5	2	214	357	\image\ui\001a\minimap\yellowpoint.spr
43	5	1	265	350	Tiếp Dẫn Võ Đang
44	5	2	265	362	\image\ui\001a\minimap\yellowpoint.spr
45	5	1	283	383	Tiếp Dẫn Côn Lôn
46	5	2	283	395	\image\ui\001a\minimap\yellowpoint.spr
47	5	1	261	106	Thành Đô Phủ
48	5	2	261	120	\image\ui\001a\minimap\icon_northwest.spr
49	5	1	107	200	Nga My Phái
50	5	2	107	214	\image\ui\001a\minimap\icon_northwest.spr
51	5	1	80	272	Đường Môn
52	5	2	80	286	\image\ui\001a\minimap\icon_southwest.spr
53	5	1	290	426	Trường Giang Hà Cốc [Cấp 5]
54	5	2	290	440	\image\ui\001a\minimap\icon_southeast.spr
55	5	1	548	230	Dã Luyện Đại Ca
56	5	2	548	242	\image\ui\001a\minimap\yellowpoint.spr
57	5	1	448	364	Thuyền Phu
58	5	2	448	376	\image\ui\001a\minimap\yellowpoint.spr
59	5	1	420	288	Thủ Khố
60	5	2	424	300	\image\ui\001a\minimap\yellowpoint.spr
61	5	1	310	176	Thủ Khố
62	5	2	324	188	\image\ui\001a\minimap\yellowpoint.spr
63	5	1	392	162	Lễ Quan
64	5	2	392	174	\image\ui\001a\minimap\yellowpoint.spr
65	5	1	463	296	Xa Phu
66	5	2	460	308	\image\ui\001a\minimap\yellowpoint.spr
67	5	1	353	164	Xa Phu
68	5	2	350	176	\image\ui\001a\minimap\yellowpoint.spr
69	5	1	203	403	Thục Nam Trúc Hải [Cấp 15]	
70	5	2	203	417	\image\ui\001a\minimap\icon_southwest.spr
71	5	1	322	338	Tiếp Dẫn Đoàn Thị
72	5	2	328	350	\image\ui\001a\minimap\yellowpoint.spr
73	5	1	386	360	Tiếp Dẫn Minh Giáo
74	5	2	384	350	\image\ui\001a\minimap\yellowpoint.spr
75	5	1	421	254	Sứ Giả Hoạt Động
76	5	2	411	267	\image\ui\001a\minimap\yellowpoint.spr
77	5	1	328	210	Thương Nhân Đặc Sản
78	5	2	328	222	\image\ui\001a\minimap\yellowpoint.spr
79	5	1	622	268	Phong Đô Quỷ Thành [Cấp 95]
80	5	2	622	282	\image\ui\001a\minimap\icon_southeast.spr
81	5	1	617	202	Tam Hiệp Sạn Đạo [Cấp 105]
82	5	2	617	216	\image\ui\001a\minimap\icon_northeast.spr
83	5	1	504	183	Áng Nhược Tuyết
84	5	2	504	195	\image\ui\001a\minimap\yellowpoint.spr
85	5	1	487	335	Tần Oa
86	5	2	487	347	\image\ui\001a\minimap\yellowpoint.spr
87	5	1	435	173	Gia Tộc Chiêu Mộ Sứ
88	5	2	417	185	\image\ui\001a\minimap\yellowpoint.spr
89	5	1	480	88	Nguyệt Lão
90	5	2	470	99	\image\ui\001a\minimap\yellowpoint.spr
91	5	1	455	80	Hồng Di
92	5	2	455	92	\image\ui\001a\minimap\yellowpoint.spr
1	6	1	362	252	Tiệm Binh Khí
2	6	2	371	264	\image\ui\001a\minimap\yellowpoint.spr
3	6	1	402	244	Tiệm Phòng Cụ
4	6	2	394	256	\image\ui\001a\minimap\yellowpoint.spr
5	6	1	459	205	Tiệm Trang Sức
6	6	2	459	217	\image\ui\001a\minimap\yellowpoint.spr
7	6	1	504	190	Tiệm Thuốc
8	6	2	504	202	\image\ui\001a\minimap\yellowpoint.spr
9	6	1	585	169	Tiệm Tạp Hóa
10	6	2	585	181	\image\ui\001a\minimap\yellowpoint.spr
11	6	1	662	202	Tửu Lầu
12	6	2	662	214	\image\ui\001a\minimap\yellowpoint.spr
13	6	1	634	278	Tiệm Gỗ
14	6	2	634	290	\image\ui\001a\minimap\yellowpoint.spr
15	6	1	568	343	Tiệm Da
16	6	2	568	355	\image\ui\001a\minimap\yellowpoint.spr
17	6	1	381	354	Tiền Trang
18	6	2	381	366	\image\ui\001a\minimap\yellowpoint.spr
19	6	1	347	323	Bao Vạn Đồng
20	6	2	347	335	\image\ui\001a\minimap\yellowpoint.spr
21	6	1	321	378	Diệp Chi Lâm
22	6	2	321	390	\image\ui\001a\minimap\yellowpoint.spr
23	6	1	560	235	Bạch Thu Lâm
24	6	2	560	247	\image\ui\001a\minimap\yellowpoint.spr
25	6	1	451	261	Long Ngũ Thái Gia
26	6	2	451	273	\image\ui\001a\minimap\yellowpoint.spr
27	6	1	514	151	Tiếp Dẫn Thiếu Lâm
28	6	2	504	163	\image\ui\001a\minimap\yellowpoint.spr
29	6	1	468	141	Tiếp Dẫn Thiên Vương
30	6	2	472	153	\image\ui\001a\minimap\yellowpoint.spr
31	6	1	482	115	Tiếp Dẫn Đường Môn
32	6	2	482	127	\image\ui\001a\minimap\yellowpoint.spr
33	6	1	436	129	Tiếp Dẫn Ngũ Độc
34	6	2	436	141	\image\ui\001a\minimap\yellowpoint.spr
35	6	1	408	142	Tiếp Dẫn Nga My
36	6	2	412	154	\image\ui\001a\minimap\yellowpoint.spr
37	6	1	365	151	Tiếp Dẫn Thúy Yên
38	6	2	375	163	\image\ui\001a\minimap\yellowpoint.spr
39	6	1	331	165	Tiếp Dẫn Cái Bang
