NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
enemy057								sv051.wav	sv052.wav	sv050.wav				
enemy058								sv063.wav	sv061.wav	sv059.wav				
enemy059								sv045.wav	sv046.wav	sv044.wav				
enemy060								sv051.wav	sv052.wav	sv050.wav				
enemy061								sv042.wav	sv043.wav	sv041.wav				
enemy062								sv051.wav	sv052.wav	sv050.wav				
enemy063								sv045.wav	sv046.wav	sv044.wav				
enemy064								sv045.wav	sv046.wav	sv044.wav				
enemy065								sv048.wav	sv049.wav	sv047.wav				
enemy066								sv045.wav	sv046.wav	sv044.wav				
enemy067								sv045.wav	sv046.wav	sv044.wav				
enemy068								sv045.wav	sv046.wav	sv044.wav				
enemy069								sv045.wav	sv046.wav	sv044.wav				
enemy070								sv051.wav	sv052.wav	sv050.wav				
enemy071								sv045.wav	sv046.wav	sv044.wav				
enemy072								sv045.wav	sv046.wav	sv044.wav				
enemy073								sv048.wav	sv049.wav	sv047.wav				
enemy074								sv045.wav	sv046.wav	sv044.wav				
enemy075								sv045.wav	sv046.wav	sv044.wav				
enemy076								sv048.wav	sv049.wav	sv047.wav				
enemy077								sv045.wav	sv046.wav	sv044.wav				
enemy078								sv045.wav	sv046.wav	sv044.wav				
enemy079								sv036.wav	sv037.wav	sv035.wav				
enemy080								sv045.wav	sv046.wav	sv044.wav				
enemy081								sv042.wav	sv043.wav	sv041.wav				
enemy082								sv045.wav	sv046.wav	sv044.wav				
enemy083								sv045.wav	sv046.wav	sv044.wav				
enemy084								sv045.wav	sv046.wav	sv044.wav				
enemy085								sv048.wav	sv049.wav	sv047.wav				
enemy086								sv045.wav	sv046.wav	sv044.wav				
enemy087								sv045.wav	sv046.wav	sv044.wav				
enemy088								sv045.wav	sv046.wav	sv044.wav				
enemy089								sv045.wav	sv046.wav	sv044.wav				
enemy090								sv048.wav	sv049.wav	sv047.wav				
enemy091								sv045.wav	sv046.wav	sv044.wav				
enemy092								sv045.wav	sv046.wav	sv044.wav				
enemy093								sv045.wav	sv046.wav	sv044.wav				
enemy094								sv045.wav	sv046.wav	sv044.wav				
enemy095								sv054.wav	sv055.wav	sv053.wav				
enemy096								sv045.wav	sv046.wav	sv044.wav				
enemy097								sv036.wav	sv037.wav	sv035.wav				
enemy098								sv036.wav	sv037.wav	sv035.wav				
enemy099								sv048.wav	sv049.wav	sv047.wav				
enemy100								sv048.wav	sv049.wav	sv047.wav				
enemy101								sv033.wav	sv034.wav	sv032.wav				
enemy102								sv033.wav	sv034.wav	sv032.wav				
enemy103								sv033.wav	sv034.wav	sv032.wav				
enemy104								sv033.wav	sv034.wav	sv032.wav				
enemy105								sv033.wav	sv034.wav	sv032.wav				
enemy106								sv069.wav	sv070.wav	sv068.wav				
enemy107								sv048.wav	sv049.wav	sv047.wav				
enemy108								sv063.wav	sv064.wav	sv062.wav				
enemy109								sv063.wav	sv064.wav	sv065.wav				
enemy110								sv048.wav	sv049.wav	sv047.wav				
enemy111								sv063.wav	sv064.wav	sv062.wav				
enemy112								sv063.wav	sv064.wav	sv065.wav				
enemy113								sv045.wav	sv046.wav	sv044.wav				
enemy114								sv063.wav	sv061.wav	sv059.wav				
enemy115								sv063.wav	sv064.wav	sv062.wav				
enemy116								sv048.wav	sv049.wav	sv047.wav				
enemy117								sv063.wav	sv061.wav	sv059.wav				
enemy118								sv054.wav	sv055.wav	sv053.wav				
enemy119								sv072.wav	sv064.wav	sv071.wav				
enemy120								sv048.wav	sv049.wav	sv047.wav				
enemy121								sv048.wav	sv049.wav	sv047.wav				
enemy122								sv036.wav	sv037.wav	sv035.wav				
enemy123								sv063.wav	sv061.wav	sv059.wav				
enemy124								sv045.wav	sv046.wav	sv044.wav				
enemy125								sv045.wav	sv046.wav	sv044.wav				
enemy126								sv048.wav	sv049.wav	sv047.wav				
enemy127								sv048.wav	sv049.wav	sv047.wav				
enemy128								sv063.wav	sv064.wav	sv062.wav				
enemy129								sv063.wav	sv064.wav	sv065.wav				
enemy130								sv036.wav	sv037.wav	sv035.wav				
enemy131								sv063.wav	sv061.wav	sv059.wav				
enemy132								sv039.wav	sv040.wav	sv038.wav				
enemy133								sv063.wav	sv064.wav	sv062.wav				
enemy134								sv039.wav	sv040.wav	sv038.wav				
enemy135								sv063.wav	sv064.wav	sv062.wav				
enemy136								sv039.wav	sv037.wav	sv038.wav				
enemy137								sv057.wav	sv058.wav	sv056.wav				
enemy138								sv057.wav	sv058.wav	sv056.wav				
enemy139								sv063.wav	sv064.wav	sv059.wav				
enemy140								sv063.wav	sv064.wav	sv062.wav				
enemy141								sv036.wav	sv037.wav	sv035.wav				
enemy142								sv072.wav	sv064.wav	sv071.wav				
enemy143								sv063.wav	sv064.wav	sv065.wav				
enemy144								sv063.wav	sv061.wav	sv059.wav				
enemy145								sv042.wav	sv043.wav	sv041.wav				
enemy146								sv051.wav	sv052.wav	sv050.wav				
enemy147								sv063.wav	sv064.wav	sv062.wav				
enemy148								sv063.wav	sv061.wav	sv059.wav				
enemy149								sv048.wav	sv049.wav	sv047.wav				
enemy150								sv051.wav	sv052.wav	sv050.wav				
enemy151								sv045.wav	sv046.wav	sv044.wav				
enemy152								sv051.wav	sv052.wav	sv050.wav				
enemy153								sv048.wav	sv049.wav	sv047.wav				
enemy154								sv045.wav	sv046.wav	sv044.wav				
enemy155										sv032.wav				
enemy156								sv080.wav	sv081.wav					
enemy157								sv048.wav	sv049.wav	sv047.wav				
enemy158								sv045.wav	sv046.wav	sv044.wav				
enemy159								sv051.wav	sv052.wav	sv050.wav				
enemy160										sv032.wav				
enemy161										sv032.wav				
enemy162										sv032.wav				
enemy163								sv054.wav	sv055.wav	sv053.wav				
enemy164								sv063.wav	sv064.wav	sv062.wav				
enemy165								sv051.wav	sv052.wav	sv050.wav				
enemy166								sv048.wav	sv049.wav	sv047.wav				
enemy167								sv036.wav	sv037.wav	sv035.wav				
enemy168								sv042.wav	sv043.wav	sv041.wav				
enemy169								sv063.wav	sv061.wav	sv059.wav				
enemy170								sv042.wav	sv043.wav	sv041.wav				
enemy171								sv054.wav	sv055.wav	sv053.wav				
enemy172								sv048.wav	sv049.wav	sv047.wav				
enemy173								sv048.wav	sv049.wav	sv047.wav				
